county,batch,page_type,url,external,notes,verify_status,http_status,final_url,audit_confidence,audit_reason,flag_for_review
Aransas,2,homepage,https://www.co.aransas.tx.us/,false,discovered homepage — 'Aransas' in page; seat 'Rockport' in page; Texas/TX present; official TLD (tx.us),ok,200,,confident,"[plain] county name 'Aransas' in page; seat 'Rockport' in page | homepage keywords: county | title=""Aransas County Texas District Attorney""",
Aransas,2,elections,https://www.aransascountytx.gov/electionadmin/,true,"found via link ""Elections Administration"" score=18 [via headless render] | NOTE: site behind Imperva/Incapsula bot protection — serves a JS challenge stub, so body is near-empty; URL itself is correct",ok,200,,uncertain,[headless] thin content (0 chars); only partial match — 'Aransas' in domain,yes
Aransas,2,polling,https://www.aransascountytx.gov/electionadmin/precinctmap.php,true,"found via ""Interactive Precinct Map"" score=3 (weak match — review) | NOTE: site behind Imperva/Incapsula bot protection — serves a JS challenge stub, so body is near-empty; URL itself is correct",ok,200,,likely,"[headless] county name 'Aransas' in page; seat 'Rockport' in page | weak polling keywords: precinct | title=""Aransas County Commissioners Court""",
Aransas,2,early_voting,https://www.aransascountytx.gov/electionadmin/voteelectinfo.php,true,"no standing early_voting page; using per-election hub page (shared with other types) — review | NOTE: site behind Imperva/Incapsula bot protection — serves a JS challenge stub, so body is near-empty; URL itself is correct",ok,200,,confident,"[headless] county name 'Aransas' in page; seat 'Rockport' in page | early_voting keywords: early voting | title=""Aransas County Elections""",
Aransas,2,results,https://www.aransascountytx.gov/main/elecres.php,true,"found via ""Election Results"" score=21 | NOTE: site behind Imperva/Incapsula bot protection — serves a JS challenge stub, so body is near-empty; URL itself is correct",ok,200,,confident,"[headless] county name 'Aransas' in page; seat 'Rockport' in page | results keywords: election result, results | title=""Aransas County Election Results""",
Archer,2,homepage,https://www.co.archer.tx.us/,false,discovered homepage — 'Archer' in page; seat 'Archer City' in page; Texas/TX present; official TLD (tx.us),ok,200,,confident,"[plain] county name 'Archer' in page; seat 'Archer City' in page | homepage keywords: county | title=""Archer County, Texas""",
Archer,2,elections,https://www.co.archer.tx.us/page/archer.Elections,false,"found via link ""Elections"" score=20",ok,200,,confident,"[plain] county name 'Archer' in page; seat 'Archer City' in page | elections keywords: election, voter, voting, ballot | title=""Archer County, Texas""",
Archer,2,polling,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Archer,2,early_voting,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Archer,2,results,,false,GAP: candidate is non-HTML (image/jpeg) — out of scope,gap,,,gap,GAP: candidate is non-HTML (image/jpeg) — out of scope,
Armstrong,2,homepage,https://www.co.armstrong.tx.us/,false,discovered homepage — 'Armstrong' in page; seat 'Claude' in page; Texas/TX present; official TLD (tx.us),ok,200,,confident,"[plain] county name 'Armstrong' in page; seat 'Claude' in page | homepage keywords: county | title=""Armstrong County, Texas""",
Armstrong,2,elections,https://www.co.armstrong.tx.us/page/armstrong.Elections,false,"found via link ""Elections"" score=20",ok,200,,confident,"[plain] county name 'Armstrong' in page; seat 'Claude' in page | elections keywords: election, voter, voting, ballot | title=""Armstrong County, Texas""",
Armstrong,2,polling,,false,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope,gap,,,gap,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope,
Armstrong,2,early_voting,,false,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope,gap,,,gap,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope,
Armstrong,2,results,,false,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope,gap,,,gap,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope,
Atascosa,2,homepage,https://co.atascosa.tx.us/,false,discovered homepage — 'Atascosa' in page; Texas/TX present; official TLD (tx.us),ok,200,,confident,"[plain] county name 'Atascosa' in page | homepage keywords: county | title=""Atascosa County – Your one-stop shop for County info!""",
Atascosa,2,elections,https://co.atascosa.tx.us/elections-administration/,false,"found via link ""Elections Administration"" score=20",ok,200,,confident,"[plain] county name 'Atascosa' in page; seat 'Jourdanton' in page | elections keywords: election, voter, voting, ballot | title=""Elections Administration – Atascosa County""",
Atascosa,2,polling,https://co.atascosa.tx.us/precinct-map/,false,"found via ""Precinct Map"" score=5 (weak match — review)",ok,200,,likely,"[plain] county name 'Atascosa' in page | weak polling keywords: precinct | title=""Precinct Map – Atascosa County""",
Atascosa,2,early_voting,https://atascosacounty-my.sharepoint.com/:x:/g/personal/cseiter_co_atascosa_tx_us/IQAVvZJaczEzSpO9nJE5CHxnAaib13gCwpIsvw91kcjYkxQ?rtime=-jVFc87s3kg,true,"found via ""Democratic Early Voting Roster"" score=9 (weak match — review)",ok,200,https://atascosacounty-my.sharepoint.com/:x:/g/personal/cseiter_co_atascosa_tx_us/IQAVvZJaczEzSpO9nJE5CHxnAaib13gCwpIsvw91kcjYkxQ?rtime=VcylBM_s3kg,likely,"[headless] thin content (38 chars); 'Atascosa' in domain | early_voting keywords: early voting | title=""DEMOCRATIC - EARLY VOTING ROSTER .xlsx""",
Atascosa,2,results,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Austin,2,homepage,https://www.austincounty.com/,false,"discovered homepage — web-search verified: 'Austin County Texas' seal, commissioners court, Bellville TX",ok,200,,confident,"[plain] county name 'Austin' in page; seat 'Bellville' in page | homepage keywords: county | title=""Austin County Texas""",
Austin,2,elections,https://www.austincounty.com/page/austin.Elections,false,"found via link ""Elections"" score=20",ok,200,,confident,"[plain] county name 'Austin' in page; seat 'Bellville' in page | elections keywords: election, voter, voting, ballot | title=""Austin County, Texas""",
Austin,2,polling,,false,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope,gap,,,gap,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope,
Austin,2,early_voting,,false,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope,gap,,,gap,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope,
Austin,2,results,https://newtools.cira.state.tx.us/page/austin.ArchivedElectionResults,true,"found via ""Past Election Results"" score=21",ok,200,,confident,"[plain] county name 'Austin' in page; seat 'Bellville' in page | results keywords: election result, results | title=""Austin County, Texas""",
Bailey,2,homepage,https://www.co.bailey.tx.us/,false,discovered homepage — 'Bailey' in page; seat 'Muleshoe' in page; Texas/TX present; official TLD (tx.us),ok,200,,confident,"[plain] county name 'Bailey' in page; seat 'Muleshoe' in page | homepage keywords: county | title=""Bailey County, Texas""",
Bailey,2,elections,https://www.co.bailey.tx.us/page/bailey.Elections,false,"found via link ""Elections"" score=20",ok,200,,confident,"[plain] county name 'Bailey' in page; seat 'Muleshoe' in page | elections keywords: election, voter, voting, ballot | title=""Bailey County, Texas""",
Bailey,2,polling,,false,GAP: candidate unreachable (https://www.co.bailey.tx.us/upload/page/8143/docs/Election Information/Bailey County Precincts Map.jpg),gap,,,gap,GAP: candidate unreachable (https://www.co.bailey.tx.us/upload/page/8143/docs/Election Information/Bailey County Precincts Map.jpg),
Bailey,2,early_voting,,false,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope,gap,,,gap,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope,
Bailey,2,results,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Bandera,2,homepage,https://www.banderacounty.gov/,false,discovered homepage — 'Bandera' in page; seat 'Bandera' in page; Texas/TX present; official TLD (banderacounty.gov),ok,200,,confident,"[plain] county name 'Bandera' in page; seat 'Bandera' in page | homepage keywords: county | title=""Bandera County, Texas""",
Bandera,2,elections,https://www.banderacounty.gov/page/elections.home,false,"found via link ""ELECTIONS"" score=20",ok,200,,confident,"[plain] county name 'Bandera' in page; seat 'Bandera' in page | elections keywords: election, voter, voting, ballot | title=""Bandera County, Texas""",
Bandera,2,polling,https://www.banderacounty.gov/page/elections.current.elections,false,no standing polling page; using per-election hub page (shared with other types) — review,ok,200,,confident,"[plain] county name 'Bandera' in page; seat 'Bandera' in page | polling keywords: polling, election day | title=""Bandera County, Texas""",
Bandera,2,early_voting,https://www.banderacounty.gov/page/elections.current.elections,false,no standing early_voting page; using per-election hub page (shared with other types) — review,ok,200,,confident,"[plain] county name 'Bandera' in page; seat 'Bandera' in page | early_voting keywords: early voting | title=""Bandera County, Texas""",
Bandera,2,results,https://www.banderacounty.gov/page/elections.past.results,false,"found via ""Past Election Results"" score=21",ok,200,,confident,"[plain] county name 'Bandera' in page; seat 'Bandera' in page | results keywords: election result, results, canvass, election night | title=""Bandera County, Texas""",
Bastrop,2,homepage,https://www.bastropcounty.gov/,false,discovered homepage — 'Bastrop' in page; seat 'Bastrop' in page; Texas/TX present; official TLD (bastropcounty.gov),ok,200,,confident,"[plain] county name 'Bastrop' in page; seat 'Bastrop' in page | homepage keywords: county | title=""Home | Bastrop County""",
Bastrop,2,elections,https://www.bastropvotes.org/,true,"found via link ""Elections Administration"" score=31",ok,200,,confident,"[plain] county name 'Bastrop' in page; seat 'Bastrop' in page | elections keywords: election, voter, voting, ballot | title=""Bastrop County, TX Elections | Bastrop County, TX Elections""",
Bastrop,2,polling,https://www.bastropvotes.org/election-information-2/upcoming-elections/,true,"found via ""Election Day Vote Center locations"" score=18",ok,200,,confident,"[plain] county name 'Bastrop' in page; seat 'Bastrop' in page | polling keywords: election day | title=""Current and Upcoming Elections - Bastrop County, TX Elections""",
Bastrop,2,early_voting,https://www.bastropvotes.org/election-information-2/early-voting-information/,true,"found via ""Early Voting Information"" score=9 (weak match — review)",ok,200,,confident,"[plain] county name 'Bastrop' in page; seat 'Bastrop' in page | early_voting keywords: early voting | title=""Early Voting Information - Bastrop County, TX Elections""",
Bastrop,2,results,https://www.bastropvotes.org/election-results-2/,true,"found via ""Results Archive"" score=14",ok,200,,confident,"[plain] county name 'Bastrop' in page; seat 'Bastrop' in page | results keywords: election result, results, unofficial | title=""Results Archive - Bastrop County, TX Elections""",
